10
0.5
0.25
0.0
100
[0.5, 0.5, 0.5, 0.5, 1, 0.5, 0.5, 0.5, 0.5, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0.5, 0.5, 0.5, 0.5, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0.5, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
[0.5, 0.5, 0, 0.5, 1, 0, 0, 0.5, 0, 0.5]
